,Brand,Model,Year,Fuel,KM driven,Price
4046,Hyundai,VENUE,2019,Petrol,"8,924 km","₹9,89,499"
4047,Hyundai,New,2017,Diesel,"69,070 km","₹11,68,099"
4048,Hyundai,Verna,2018,Diesel,"35,363 km","₹10,30,799"
4049,Hyundai,Elite,2019,Petrol,"13,240 km","₹7,34,099"
4050,Tata,NEXON,2018,Petrol,"18,534 km","₹8,59,199"
4051,Maruti,Vitara,2017,Diesel,"70,598 km","₹6,25,799"
4052,KIA,SELTOS,2019,Petrol,"12,872 km","₹12,03,199"
4053,Maruti,Baleno,2018,Petrol,"25,115 km","₹6,00,599"
4054,Hyundai,Elite,2016,Petrol,"44,528 km","₹5,40,799"
4055,KIA,SELTOS,2019,Petrol,"20,989 km","₹15,54,799"
4056,KIA,SELTOS,2019,Diesel,"34,292 km","₹16,12,099"
4057,Ford,Ecosport,2018,Petrol,"20,282 km","₹7,20,999"
4058,Maruti,IGNIS,2017,Petrol,"16,256 km","₹5,32,899"
4059,Maruti,IGNIS,2017,Petrol,"24,753 km","₹5,04,599"
4060,Maruti,IGNIS,2017,Petrol,"41,139 km","₹4,93,599"
4061,Nissan,Micra,2018,Petrol,"14,360 km","₹6,22,099"
4062,Hyundai,Elite,2016,Petrol,"84,580 km","₹5,59,999"
4063,Hyundai,Elite,2017,Petrol,"25,111 km","₹6,09,299"
4064,Honda,City,2018,Petrol,"17,138 km","₹9,83,099"
4065,Hyundai,i20,2012,Petrol,"31,372 km","₹3,97,199"
4066,Hyundai,Elite,2018,Petrol,"10,222 km","₹7,71,699"
4067,Honda,City,2019,Petrol,"1,810 km","₹11,10,499"
4068,Maruti,Baleno,2016,Petrol,"58,063 km","₹5,48,399"
4069,Honda,Amaze,2014,Diesel,"54,831 km","₹3,69,499"
4070,Maruti,Baleno,2016,Diesel,"96,899 km","₹5,68,999"
4071,Maruti,Ertiga,2019,Diesel,"24,585 km","₹12,06,899"
4072,Maruti,Baleno,2019,Petrol,"10,357 km","₹6,98,299"
4073,Maruti,Celerio,2016,Petrol,"51,815 km","₹3,91,399"
4074,Maruti,Baleno,2017,Petrol,"18,994 km","₹6,09,299"
4075,Ford,Ecosport,2018,Petrol,"17,005 km","₹9,15,199"
4076,Maruti,Vitara,2017,Diesel,"24,367 km","₹7,14,899"
4077,Maruti,Vitara,2019,Diesel,"67,109 km","₹7,75,099"
4078,Hyundai,Elite,2018,Petrol,"4,649 km","₹7,04,199"
4079,Maruti,S,2017,Diesel,"80,900 km","₹8,54,099"
4080,Maruti,Baleno,2017,Petrol,"21,954 km","₹5,55,599"
4081,KIA,SELTOS,2020,Petrol,"2,787 km","₹19,69,399"
4082,Maruti,Swift,2013,Diesel,"74,296 km","₹5,28,199"
4083,Hyundai,Grand,2016,Petrol,"46,758 km","₹4,63,799"
4084,Maruti,Baleno,2018,Petrol,"9,439 km","₹6,03,999"
4085,Hyundai,Grand,2019,Petrol,"7,469 km","₹5,40,199"
4086,Hyundai,Grand,2017,Diesel,"32,683 km","₹4,89,199"
4087,Maruti,Alto,2015,Petrol,"64,611 km","₹3,13,999"
4088,Hyundai,Grand,2017,Petrol,"20,910 km","₹4,99,799"
4089,Maruti,Alto,2012,Petrol,"5,126 km","₹2,19,699"
4090,Maruti,Baleno,2019,Petrol,"10,458 km","₹6,95,599"
4091,Renault,Kwid,2019,Petrol,"17,595 km","₹4,26,299"
4092,Hyundai,Grand,2016,Petrol,"30,912 km","₹4,48,999"
4093,Maruti,Vitara,2017,Diesel,"98,197 km","₹7,54,699"
4094,Maruti,Alto,2017,Petrol,"54,305 km","₹3,00,099"
4095,Hyundai,Grand,2016,Petrol,"36,247 km","₹4,85,199"
4096,Maruti,Vitara,2018,Diesel,"38,175 km","₹9,21,299"
4097,Maruti,Celerio,2018,Petrol,"20,753 km","₹4,63,399"
4098,Hyundai,NEW,2019,Petrol,"2,639 km","₹5,49,399"
4099,Maruti,Dzire,2018,Diesel,"64,285 km","₹7,30,799"
4100,Ford,Ecosport,2019,Petrol,"22,773 km","₹9,57,199"
4101,Maruti,Vitara,2019,Diesel,"31,803 km","₹9,16,799"
4102,Maruti,Alto,2014,Petrol,"46,886 km","₹2,69,899"
4103,Maruti,Swift,2013,Petrol,"27,784 km","₹4,59,199"
4104,Maruti,Celerio,2017,Petrol,"4,520 km","₹4,61,499"
4105,Maruti,Alto,2015,Petrol,"32,560 km","₹2,58,399"
4106,Maruti,Alto,2015,Petrol,"25,490 km","₹3,26,399"
4107,Hyundai,Grand,2017,Petrol,"27,268 km","₹5,46,499"
4108,Maruti,Alto,2018,Petrol,"14,908 km","₹3,84,699"
4109,Maruti,Alto,2017,Petrol,"18,797 km","₹3,23,899"
4110,Maruti,Alto,2018,Petrol,"27,957 km","₹3,24,299"
4111,Maruti,Alto,2017,Petrol,"22,244 km","₹3,26,599"
4112,Maruti,Ertiga,2016,Diesel,"51,157 km","₹7,79,799"
4113,Maruti,Celerio,2016,Petrol,"95,276 km","₹3,91,799"
4114,Maruti,XL6,2021,Petrol,"9,153 km","₹11,90,299"
4115,Maruti,Swift,2017,Petrol,"14,505 km","₹5,43,299"
4116,Ford,Ecosport,2014,Petrol,"41,955 km","₹4,51,099"
4117,Maruti,Baleno,2017,Petrol,"19,149 km","₹5,95,799"
4118,Maruti,Dzire,2019,Petrol,"19,015 km","₹6,53,799"
4119,Hyundai,Grand,2015,Petrol,"80,058 km","₹3,87,099"
4120,Ford,Ecosport,2020,Diesel,"7,261 km","₹10,11,099"
4121,Hyundai,Grand,2016,Petrol,"6,353 km","₹4,51,699"
4122,Hyundai,Creta,2017,Diesel,"97,226 km","₹11,28,199"
4123,Maruti,Baleno,2016,Petrol,"26,581 km","₹5,91,099"
4124,Honda,Jazz,2017,Petrol,"48,106 km","₹6,06,299"
4125,Volkswagen,Polo,2012,Diesel,"67,595 km","₹2,58,399"
4126,Maruti,A,2009,Petrol,"94,540 km","₹1,86,799"
4127,Honda,City,2011,Petrol,"1,01,973 km","₹3,06,899"
4128,Tata,Tiago,2018,Petrol,"12,651 km","₹3,77,899"
4129,KIA,SELTOS,2020,Petrol,"22,656 km","₹11,95,699"
4130,Volkswagen,Ameo,2016,Petrol,"52,783 km","₹4,56,499"
4131,Skoda,Octavia,2015,Petrol,"93,768 km","₹8,03,499"
4132,Maruti,Ciaz,2015,Diesel,"1,25,499 km","₹5,89,299"
4133,Volkswagen,Ameo,2016,Petrol,"39,132 km","₹4,74,499"
4134,Volkswagen,Ameo,2016,Petrol,"32,750 km","₹4,73,299"
4135,Maruti,Celerio,2016,Diesel,"84,347 km","₹3,82,899"
4136,Hyundai,i20,2016,Petrol,"20,933 km","₹5,70,599"
4137,Hyundai,Xcent,2017,Petrol,"45,922 km","₹4,62,099"
4138,Hyundai,Xcent,2017,Petrol,"31,123 km","₹4,48,199"
4139,Maruti,Swift,2015,Diesel,"1,11,167 km","₹5,00,099"
4140,Maruti,Swift,2016,Petrol,"85,566 km","₹5,30,899"
4141,Maruti,Celerio,2015,Petrol,"22,159 km","₹3,62,299"
4142,Maruti,Vitara,2016,Diesel,"96,919 km","₹6,72,399"
4143,Toyota,Innova,2015,Diesel,"89,358 km","₹9,05,099"
4144,Maruti,Swift,2014,Diesel,"89,794 km","₹4,65,699"
4145,Hyundai,Verna,2019,Petrol,"11,728 km","₹8,93,199"
4146,Maruti,Ciaz,2018,Diesel,"50,685 km","₹7,72,199"
4147,Maruti,Swift,2018,Petrol,"23,649 km","₹6,18,799"
4148,Maruti,Alto,2015,Petrol,"12,341 km","₹3,11,499"
4149,Maruti,S,2018,Diesel,"28,912 km","₹9,28,799"
4150,Tata,Tiago,2018,Petrol,"25,032 km","₹4,51,199"
4151,Maruti,S,2018,Diesel,"19,001 km","₹8,14,699"
4152,Maruti,Vitara,2017,Diesel,"74,197 km","₹6,52,299"
4153,Hyundai,Verna,2016,Petrol,"6,319 km","₹5,20,599"
4154,Honda,WR-V,2018,Diesel,"37,639 km","₹7,56,599"
4155,Ford,Ecosport,2018,Petrol,"14,838 km","₹7,01,499"
4156,Maruti,Vitara,2017,Diesel,"38,464 km","₹7,32,399"
4157,Maruti,Baleno,2018,Petrol,"19,481 km","₹6,34,199"
4158,Maruti,Alto,2017,Petrol,"15,575 km","₹3,13,799"
4159,Maruti,IGNIS,2018,Petrol,"11,321 km","₹5,69,499"
4160,Hyundai,Elite,2015,Diesel,"1,04,937 km","₹4,71,499"
4161,Ford,Ecosport,2018,Petrol,"29,751 km","₹8,34,499"
4162,Maruti,Celerio,2019,Petrol,"6,559 km","₹5,11,199"
4163,Hyundai,Creta,2015,Diesel,"1,02,938 km","₹7,74,299"
4164,Honda,City,2015,Petrol,"38,714 km","₹5,52,299"
4165,Maruti,S,2020,Petrol,"8,651 km","₹4,32,499"
4166,Hyundai,Elite,2014,Petrol,"80,954 km","₹5,16,499"
4167,Maruti,Vitara,2018,Diesel,"35,579 km","₹9,43,499"
4168,Honda,Brio,2016,Petrol,"15,805 km","₹4,00,799"
4169,Honda,Amaze,2013,Petrol,"15,271 km","₹4,14,599"
4170,Tata,Hexa,2017,Diesel,"99,380 km","₹8,98,299"
4171,Hyundai,Creta,2016,Petrol,"14,897 km","₹9,89,499"
4172,Maruti,Celerio,2014,Petrol,"64,208 km","₹3,84,899"
4173,Hyundai,Elite,2016,Petrol,"22,594 km","₹5,10,299"
4174,Maruti,Dzire,2017,Petrol,"1,16,512 km","₹5,75,499"
4175,Hyundai,Grand,2016,Petrol,"33,565 km","₹4,14,099"
4176,Ford,Ecosport,2016,Petrol,"23,304 km","₹6,21,299"
4177,Hyundai,Eon,2014,Petrol,"63,171 km","₹2,40,399"
4178,Honda,Jazz,2011,Petrol,"1,21,543 km","₹2,52,399"
4179,Maruti,Celerio,2014,Petrol,"15,647 km","₹3,70,399"
4180,Hyundai,Elite,2016,Petrol,"28,761 km","₹5,07,999"
4181,Tata,Tiago,2017,Petrol,"26,102 km","₹4,63,199"
4182,Hyundai,Eon,2013,Petrol,"13,809 km","₹2,19,699"
4183,Maruti,Ritz,2013,Petrol,"21,445 km","₹3,23,899"
4184,Maruti,Swift,2015,Petrol,"62,081 km","₹4,41,199"
4185,Ford,Ecosport,2018,Petrol,"8,925 km","₹7,39,699"
4186,Maruti,Wagon,2015,Petrol,"57,492 km","₹3,28,999"
4187,Maruti,Swift,2015,Petrol,"44,747 km","₹4,27,899"
4188,Maruti,Baleno,2017,Petrol,"10,530 km","₹6,22,199"
4189,Maruti,Wagon,2017,Petrol,"33,826 km","₹4,05,399"
4190,Hyundai,Creta,2017,Diesel,"79,362 km","₹11,03,399"
4191,Maruti,Vitara,2019,Diesel,"42,680 km","₹8,04,599"
4192,Tata,Nano,2017,Petrol,"41,959 km","₹2,25,799"
4193,Maruti,Celerio,2017,Petrol,"10,142 km","₹4,09,799"
4194,Hyundai,i20,2010,Petrol + CNG,"87,846 km","₹1,63,299"
4195,Tata,Tiago,2017,Petrol,"16,358 km","₹3,97,099"
4196,Maruti,Ertiga,2015,Diesel,"49,628 km","₹6,45,499"
4197,Maruti,Swift,2012,Petrol,"78,889 km","₹3,78,499"
4198,Maruti,Ertiga,2016,Diesel,"78,094 km","₹7,63,199"
4199,Honda,Mobilio,2014,Diesel,"24,169 km","₹5,00,099"
4200,Datsun,Redi,2017,Petrol,"17,774 km","₹2,56,799"
4201,Maruti,Dzire,2017,Petrol,"37,024 km","₹5,62,099"
4202,Maruti,Swift,2013,Petrol,"39,859 km","₹4,16,299"
4203,Honda,Amaze,2014,Diesel,"57,348 km","₹3,96,899"
4204,Maruti,Swift,2016,Petrol,"39,608 km","₹4,11,099"
4205,Ford,Ecosport,2016,Diesel,"51,849 km","₹6,12,399"
4206,Ford,Ecosport,2014,Petrol,"44,165 km","₹4,66,999"
4207,Hyundai,Elite,2017,Petrol,"40,991 km","₹5,25,999"
4208,Maruti,Ertiga,2017,Diesel,"62,533 km","₹8,22,399"
4209,Maruti,New,2020,Petrol + CNG,"9,595 km","₹5,89,399"
4210,Tata,Hexa,2018,Diesel,"39,905 km","₹13,55,199"
4211,Ford,Ecosport,2016,Diesel,"86,474 km","₹5,94,399"
4212,Maruti,Alto,2015,Petrol + CNG,"61,386 km","₹2,36,499"
4213,Hyundai,Creta,2018,Petrol,"15,061 km","₹10,19,299"
4214,Maruti,IGNIS,2018,Petrol,"12,811 km","₹4,41,499"
4215,Hyundai,Creta,2017,Petrol,"31,602 km","₹10,61,399"
4216,Hyundai,GRAND,2019,Petrol,"13,922 km","₹6,50,999"
4217,Hyundai,GRAND,2019,Petrol,"2,047 km","₹7,09,599"
4218,Hyundai,Eon,2018,Petrol,"5,701 km","₹3,63,999"
4219,Maruti,Baleno,2017,Petrol + CNG,"60,665 km","₹5,32,299"
4220,Hyundai,VENUE,2021,Petrol,"2,227 km","₹7,83,999"
4221,Ford,Figo,2020,Petrol,"8,150 km","₹8,27,699"
4222,Hyundai,Elite,2019,Petrol,"23,447 km","₹6,50,399"
4223,Ford,Ecosport,2016,Diesel,"80,129 km","₹6,19,299"
4224,Hyundai,Elite,2017,Diesel,"76,019 km","₹5,90,399"
4225,Hyundai,Creta,2018,Diesel,"45,869 km","₹12,00,599"
4226,Maruti,Dzire,2019,Diesel,"58,280 km","₹7,07,899"
4227,Maruti,Alto,2019,Petrol,"18,238 km","₹3,68,199"
4228,Maruti,Alto,2018,Petrol,"61,591 km","₹3,09,599"
4229,Hyundai,Grand,2017,Petrol,"24,363 km","₹4,45,899"
4230,Hyundai,NEW,2019,Petrol,"24,113 km","₹4,83,599"
4231,Hyundai,Grand,2019,Petrol,"35,221 km","₹4,98,999"
4232,Maruti,Alto,2020,Petrol,"7,802 km","₹3,83,999"
4233,Hyundai,NEW,2019,Petrol,"21,370 km","₹4,98,999"
4234,Hyundai,Creta,2019,Diesel,"43,935 km","₹9,06,999"
4235,Maruti,Baleno,2021,Petrol,"10,076 km","₹7,30,699"
4236,Maruti,Dzire,2020,Petrol,"48,417 km","₹6,47,799"
4237,Maruti,Vitara,2018,Diesel,"77,662 km","₹7,25,999"
4238,Mahindra,TUV300,2019,Diesel,"15,334 km","₹8,67,299"
4239,Hyundai,Creta,2017,Petrol,"26,548 km","₹8,28,699"
4240,Renault,Kwid,2016,Petrol,"20,300 km","₹2,68,999"
4241,Hyundai,Creta,2016,Petrol,"90,610 km","₹7,46,699"
4242,Maruti,XL6,2021,Petrol,"6,918 km","₹10,21,799"
4243,Maruti,XL6,2020,Petrol,"20,202 km","₹9,12,499"
4244,Maruti,Baleno,2020,Petrol,"26,456 km","₹6,19,799"
4245,Maruti,Baleno,2020,Petrol,"41,760 km","₹6,89,499"
4246,Maruti,Vitara,2017,Diesel,"1,13,254 km","₹6,46,599"
4247,Maruti,Vitara,2019,Diesel,"49,659 km","₹8,07,199"
4248,Maruti,Alto,2016,Petrol,"16,451 km","₹2,99,499"
4249,Hyundai,Grand,2018,Petrol,"13,603 km","₹5,23,799"
4250,Maruti,IGNIS,2020,Petrol,"2,857 km","₹6,03,799"
4251,Maruti,Vitara,2017,Diesel,"1,80,395 km","₹8,00,099"
4252,Maruti,Alto,2020,Petrol,"4,749 km","₹3,76,999"
4253,Hyundai,Creta,2016,Petrol,"51,149 km","₹8,25,399"
4254,Maruti,Alto,2013,Petrol,"1,04,417 km","₹2,23,599"
4255,Honda,Amaze,2019,Petrol,"16,820 km","₹5,59,899"
4256,Honda,City,2014,Petrol,"38,688 km","₹5,39,799"
4257,Honda,Amaze,2021,Petrol,"6,779 km","₹7,81,999"
4258,Mahindra,Bolero,2018,Diesel,"87,667 km","₹6,79,399"
4259,Ford,Ecosport,2018,Diesel,"41,951 km","₹7,85,299"
4260,MG,HECTOR,2021,Petrol,"3,690 km","₹18,33,899"
4261,Maruti,Alto,2020,Petrol,"12,113 km","₹3,50,699"
4262,Ford,Ecosport,2020,Diesel,"29,864 km","₹9,69,699"
4263,Maruti,Baleno,2018,Diesel,"56,737 km","₹5,95,699"
4264,Hyundai,Grand,2017,Petrol,"14,989 km","₹5,05,499"
4265,Maruti,Alto,2018,Petrol,"19,153 km","₹3,36,099"
4266,Maruti,Eeco,2019,Petrol,"31,019 km","₹3,87,699"
4267,Hyundai,Grand,2019,Petrol,"32,576 km","₹5,90,599"
4268,Maruti,Swift,2015,Petrol,"37,184 km","₹4,46,599"
4269,Renault,Kwid,2015,Petrol,"16,332 km","₹2,67,499"
4270,Maruti,Swift,2017,Petrol,"1,14,068 km","₹4,51,799"
4271,Mahindra,Renault,2007,Diesel,"87,165 km","₹75,000"
4272,Maruti,Baleno,2020,Petrol,"9,174 km","₹6,56,399"
4273,Renault,Kwid,2016,Petrol,"20,300 km","₹2,68,999"
4274,Hyundai,Creta,2016,Petrol,"90,610 km","₹7,46,699"
4275,Maruti,XL6,2021,Petrol,"6,918 km","₹10,21,799"
4276,Maruti,XL6,2020,Petrol,"20,202 km","₹9,12,499"
4277,Maruti,Baleno,2020,Petrol,"26,456 km","₹6,19,799"
4278,Maruti,Baleno,2020,Petrol,"41,760 km","₹6,89,499"
4279,Maruti,Vitara,2017,Diesel,"1,13,254 km","₹6,46,599"
4280,Maruti,Vitara,2019,Diesel,"49,659 km","₹8,07,199"
4281,Maruti,Alto,2016,Petrol,"16,451 km","₹2,99,499"
4282,Hyundai,Grand,2018,Petrol,"13,603 km","₹5,23,799"
4283,Maruti,IGNIS,2020,Petrol,"2,857 km","₹6,03,799"
4284,Maruti,Vitara,2017,Diesel,"1,80,395 km","₹8,00,099"
4285,Maruti,Alto,2020,Petrol,"4,749 km","₹3,76,999"
4286,BMW,3,2011,Diesel,"64,033 km","₹6,74,699"
4287,Maruti,Swift,2014,Diesel,"1,22,399 km","₹4,52,399"
4288,Maruti,Baleno,2016,Petrol,"21,050 km","₹4,92,499"
4289,Maruti,Swift,2014,Diesel,"1,03,554 km","₹4,27,199"
4290,Hyundai,Elite,2019,Petrol,"28,651 km","₹6,83,499"
4291,Hyundai,Elite,2019,Petrol,"10,717 km","₹7,24,399"
4292,Mahindra,Scorpio,2018,Diesel,"55,722 km","₹10,90,099"
4293,Ford,Endeavour,2016,Diesel,"76,019 km","₹20,52,499"
4294,Maruti,Swift,2017,Petrol,"30,848 km","₹5,25,399"
4295,Maruti,Dzire,2018,Petrol,"45,990 km","₹5,45,999"
4296,Hyundai,i20,2013,Petrol,"41,976 km","₹4,51,099"
4297,Toyota,YARIS,2018,Petrol,"52,770 km","₹7,60,599"
4298,Volkswagen,Polo,2019,Petrol,"29,447 km","₹8,09,699"
4299,Mahindra,XUV500,2020,Diesel,"7,781 km","₹14,55,799"
4300,Maruti,Alto,2020,Petrol,"22,537 km","₹3,02,799"
4301,Hyundai,New,2018,Diesel,"44,347 km","₹15,08,899"
4302,Hyundai,Verna,2017,Diesel,"92,728 km","₹7,56,299"
4303,Maruti,Celerio,2017,Petrol,"36,918 km","₹3,81,999"
4304,Toyota,Fortuner,2012,Diesel,"91,394 km","₹13,14,299"
4305,Ford,Ecosport,2018,Diesel,"34,750 km","₹6,77,399"
4306,Maruti,Alto,2020,Petrol,"25,445 km","₹3,47,999"
4307,Maruti,Swift,2013,Diesel,"1,03,531 km","₹3,86,599"
4308,Tata,NEXON,2018,Petrol,"47,826 km","₹5,75,199"
4309,Maruti,Swift,2016,Diesel,"39,042 km","₹5,28,299"
4310,Volkswagen,Polo,2020,Petrol,"22,926 km","₹5,28,499"
4311,Hyundai,Creta,2016,Petrol,"34,087 km","₹9,16,099"
4312,Toyota,Innova,2016,Diesel,"1,03,110 km","₹12,24,999"
4313,Hyundai,Creta,2018,Diesel,"86,809 km","₹8,63,599"
4314,Maruti,Dzire,2018,Diesel,"40,814 km","₹5,95,499"
4315,Maruti,Vitara,2017,Diesel,"41,289 km","₹7,63,999"
4316,Audi,A4,2015,Diesel,"41,462 km","₹18,17,399"
4317,Maruti,Vitara,2019,Diesel,"48,594 km","₹8,39,099"
4318,Maruti,Vitara,2018,Diesel,"38,872 km","₹7,55,199"
4319,Hyundai,Grand,2017,Petrol,"44,147 km","₹4,94,599"
4320,Hyundai,Grand,2016,Petrol,"22,387 km","₹4,36,499"
4321,Honda,Amaze,2019,Petrol,"20,587 km","₹5,86,899"
4322,Maruti,Ertiga,2020,Petrol,"10,408 km","₹8,98,899"
4323,Maruti,Swift,2017,Petrol,"24,813 km","₹5,32,399"
4324,Maruti,Vitara,2016,Diesel,"98,228 km","₹7,81,599"
4325,Toyota,Innova,2013,Diesel,"1,02,551 km","₹6,26,999"
4326,Maruti,Baleno,2020,Petrol,"6,268 km","₹5,59,299"
4327,Maruti,Alto,2016,Petrol,"85,161 km","₹3,17,699"
4328,Hyundai,Elite,2018,Petrol,"35,567 km","₹6,39,399"
4329,Maruti,Alto,2014,Petrol,"52,779 km","₹2,66,299"
4330,Hyundai,Creta,2016,Petrol,"52,688 km","₹8,83,599"
4331,Maruti,Alto,2020,Petrol,"4,895 km","₹3,16,399"
4332,Toyota,Etios,2017,Petrol,"37,402 km","₹4,63,699"
4333,Volkswagen,Ameo,2018,Petrol,"18,637 km","₹5,28,099"
4334,Maruti,S,2015,Diesel,"1,24,918 km","₹5,06,699"
4335,Maruti,Alto,2020,Petrol,"1,080 km","₹3,89,699"
4336,Hyundai,Tucson,2016,Diesel,"76,851 km","₹16,77,299"
4337,Maruti,Swift,2014,Diesel,"84,430 km","₹5,09,099"
4338,Maruti,Vitara,2016,Diesel,"1,13,356 km","₹7,27,999"
4339,Hyundai,Elite,2017,Petrol,"53,302 km","₹5,50,099"
4340,Maruti,Celerio,2016,Petrol,"55,107 km","₹3,96,499"
4341,Maruti,Vitara,2016,Diesel,"90,783 km","₹6,69,099"
4342,Hyundai,Elite,2016,Petrol,"32,920 km","₹5,38,199"
4343,Hyundai,Creta,2018,Diesel,"66,138 km","₹9,08,199"
4344,Maruti,Baleno,2016,Petrol,"45,653 km","₹5,06,999"
4345,Hyundai,Elite,2016,Petrol,"25,697 km","₹5,48,399"
4346,Maruti,Swift,2013,Diesel,"1,04,175 km","₹3,84,299"
4347,Ford,Ecosport,2018,Diesel,"34,586 km","₹7,08,099"
4348,Volkswagen,Polo,2020,Petrol,"13,071 km","₹7,35,599"
4349,Maruti,Swift,2015,Petrol,"65,774 km","₹4,46,099"
4350,Hyundai,Elite,2019,Petrol,"36,660 km","₹6,99,399"
4351,Maruti,Dzire,2018,Petrol,"42,644 km","₹5,63,399"
4352,Hyundai,Elite,2018,Petrol,"22,897 km","₹5,79,399"
4353,Skoda,Rapid,2016,Diesel,"1,01,804 km","₹5,64,399"
4354,Maruti,Baleno,2016,Petrol,"42,005 km","₹5,16,199"
4355,Ford,Ecosport,2019,Petrol,"20,489 km","₹8,69,999"
4356,Maruti,Swift,2018,Petrol,"26,143 km","₹5,64,799"
4357,Maruti,Swift,2017,Petrol,"37,889 km","₹5,62,499"
4358,Maruti,New,2019,Petrol,"51,992 km","₹4,78,699"
4359,Hyundai,Grand,2015,Petrol,"76,868 km","₹3,76,599"
4360,Hyundai,i10,2012,Petrol,"1,02,731 km","₹2,70,399"
4361,Maruti,Ciaz,2015,Diesel,"77,990 km","₹6,79,199"
4362,Maruti,IGNIS,2017,Petrol,"23,902 km","₹4,35,099"
4363,Honda,Brio,2014,Petrol,"51,642 km","₹3,59,599"
4364,Toyota,Fortuner,2016,Diesel,"1,96,688 km","₹19,29,699"
4365,Maruti,Alto,2017,Petrol,"37,837 km","₹2,86,699"
4366,Hyundai,Creta,2018,Petrol,"50,115 km","₹12,39,899"
4367,Hyundai,Grand,2014,Petrol,"34,297 km","₹3,63,099"
4368,Maruti,Eeco,2020,Petrol,"2,074 km","₹4,22,199"
4369,Hyundai,Grand,2019,Petrol,"21,602 km","₹4,85,199"
4370,Toyota,Fortuner,2014,Diesel,"1,88,693 km","₹14,51,799"
4371,Maruti,Dzire,2019,Petrol,"34,268 km","₹7,55,699"
4372,Maruti,Vitara,2018,Diesel,"1,21,255 km","₹6,24,699"
4373,Maruti,S,2020,Petrol,"30,974 km","₹3,99,999"
4374,Hyundai,Elite,2016,Petrol,"94,709 km","₹5,15,699"
4375,Maruti,Vitara,2017,Diesel,"95,064 km","₹7,25,099"
4376,Maruti,Alto,2019,Petrol,"51,285 km","₹3,29,599"
4377,Maruti,S,2018,Diesel,"1,49,171 km","₹7,36,599"
4378,Maruti,Alto,2019,Petrol,"27,444 km","₹3,07,799"
4379,Maruti,Alto,2017,Petrol,"44,509 km","₹3,10,399"
4380,Maruti,Alto,2014,Petrol,"34,674 km","₹2,84,999"
4381,Maruti,Vitara,2017,Diesel,"67,677 km","₹8,48,499"
4382,Hyundai,Grand,2019,Petrol,"4,910 km","₹5,41,599"
4383,Maruti,Alto,2016,Petrol,"46,912 km","₹2,92,699"
4384,Maruti,Alto,2016,Petrol,"1,42,325 km","₹2,97,799"
4385,Maruti,Alto,2017,Petrol,"51,559 km","₹3,39,699"
4386,Maruti,Alto,2018,Petrol,"14,797 km","₹3,16,199"
4387,Maruti,Alto,2014,Petrol,"40,598 km","₹2,89,899"
4388,Maruti,Alto,2019,Petrol,"29,782 km","₹3,38,399"
4389,Maruti,Alto,2019,Petrol,"21,768 km","₹3,23,399"
4390,Hyundai,NEW,2019,Petrol,"7,450 km","₹4,90,599"
4391,Maruti,Alto,2016,Petrol,"39,013 km","₹3,21,099"
4392,Maruti,Alto,2016,Petrol,"30,268 km","₹3,12,699"
4393,Maruti,S,2020,Petrol,"9,426 km","₹4,39,399"
4394,Maruti,Alto,2019,Petrol,"16,158 km","₹3,47,499"
4395,Maruti,Alto,2020,Petrol,"3,942 km","₹3,26,199"
4396,Maruti,Alto,2018,Petrol,"11,532 km","₹3,25,599"
4397,Maruti,Alto,2017,Petrol,"50,739 km","₹3,50,599"
4398,Maruti,Alto,2018,Petrol,"31,241 km","₹3,62,199"
4399,Maruti,Alto,2017,Petrol,"48,513 km","₹3,47,199"
4400,Maruti,Alto,2019,Petrol,"35,040 km","₹3,63,999"
4401,Maruti,Alto,2012,Petrol,"56,375 km","₹3,17,999"
4402,Maruti,Alto,2020,Petrol,963 km,"₹3,70,899"
4403,Maruti,Alto,2018,Petrol,"32,160 km","₹3,58,099"
4404,Maruti,Alto,2017,Petrol,"41,118 km","₹3,48,699"
4405,Maruti,Alto,2017,Petrol,"82,036 km","₹3,49,899"
4406,Maruti,Alto,2018,Petrol,"18,980 km","₹3,62,499"
4407,Maruti,Alto,2017,Petrol,"17,983 km","₹3,51,099"
4408,Maruti,Alto,2017,Petrol,"20,037 km","₹3,43,599"
4409,Maruti,Alto,2020,Petrol,"3,923 km","₹3,82,799"
4410,Maruti,Alto,2018,Petrol,"15,959 km","₹3,59,199"
4411,Maruti,Alto,2017,Petrol,"26,903 km","₹3,57,899"
4412,Maruti,Alto,2017,Petrol,"25,698 km","₹3,48,499"
4413,Maruti,Alto,2019,Petrol,"8,420 km","₹4,51,399"
4414,Mahindra,Scorpio,2020,Diesel,"15,963 km","₹16,98,499"
4415,Maruti,Alto,2017,Petrol,"13,360 km","₹3,08,199"
4416,Landrover,Freelander,2014,Diesel,"1,19,004 km","₹17,35,499"
4417,Hyundai,Elite,2018,Diesel,"51,795 km","₹7,24,399"
4418,Maruti,Alto,2019,Petrol,"13,449 km","₹3,92,099"
4419,Datsun,Go,2014,Petrol,"64,298 km","₹1,93,399"
4420,Renault,Kwid,2015,Petrol,"20,827 km","₹2,84,899"
4421,Maruti,Swift,2015,Petrol,"83,968 km","₹4,74,899"
4422,Hyundai,AURA,2020,Petrol,"13,735 km","₹6,81,799"
4423,Renault,Kwid,2018,Petrol,"28,514 km","₹2,95,899"
4424,Mahindra,MARAZZO,2019,Diesel,"81,059 km","₹7,88,399"
4425,Maruti,Baleno,2016,Petrol,"49,018 km","₹5,16,399"
